Year,Rainfall,Pesticides,Avg_Temp,Yield
2007.4908023769472,190.14286128198324,36.59969709057025,23.946339367881464,4.61705683735906
2003.1203728088487,31.19890406724053,2.9041806084099733,34.647045830997406,4.469787990719999
2012.0223002348641,141.6145155592091,1.0292247147901223,38.79639408647977,11.062545805210366
2016.6488528160085,42.46782213565523,9.091248360355031,7.336180394137353,4.4954619984950615
2006.0848448591908,104.95128632644757,21.597250932105787,11.649165607921677,4.71949726128631
2012.2370578944476,27.898772130408368,14.607232426760907,14.654473731747668,9.593982624179638
2009.1213996843408,157.03519227860272,9.983689107917987,20.569377536544465,6.4973984245054
2011.848291377241,9.290082543999546,30.37724259507192,6.820964947491661,9.767105569551813
2001.3010318597055,189.77710745066665,48.28160165372797,32.33589392465844,2.653661575643852
2006.0922753834675,19.534422801276776,34.211651325607846,17.606099749584054,6.875711936733843
2002.4407646968955,99.03538202225404,1.7194260557609198,36.372816083151285,2.336136001832826
2005.1755996320003,132.5044568707964,15.585553804470548,20.802720847112433,2.626532034553545
2010.9342055868656,36.97089110510541,48.47923138822793,31.005312934444582,11.06437453344411
2018.7899788312839,178.96547008552977,29.894998940554256,36.87496940092467,3.3924537111759516
2001.7698500410384,39.19657248382904,2.2613644455269033,13.013213230530575,7.324206822752171
2007.7735457937897,54.269806354779185,41.436875457596464,14.270133067743572,6.110956026007066
2005.6186901937476,108.5392166316497,7.046211248738132,32.08787923016159,5.4734332625884266
2001.4910128735953,197.37738732010345,38.61223846483287,7.948627261366896,10.998333456872725
2000.110442342472,163.09228569096683,35.34286719238086,29.160286721639494,2.218233967754895
2015.425406933719,14.808930346818073,17.92328642721363,4.634762381005189,8.637896861755891
2017.2620685175118,124.65962536551159,16.54490124263246,2.5423340114409454,11.633944342135504
2006.2196464343133,65.03666440534941,36.480308916903205,25.502298854208526,7.60168183461842
2017.7442548515264,94.44298503238986,5.9797122969150855,28.5297914889198,11.368224620330919
2015.215700972338,112.25543951389925,38.54835899772805,19.75182385457563,2.5225787928602377
2010.4546565876399,85.50820367170992,1.2709563372047594,4.315657079732178,6.187933190741614
2000.6285837137348,127.28208225275608,15.717799053816334,20.342827646588113,4.601577909620511
2018.1513294785218,49.858445829774986,20.519146151781488,30.222045541721947,9.308209649807297
2004.5759633098326,15.395981965758597,14.4875726456884,6.448851490160177,11.812970904972467
2018.5939530468515,161.6240759128834,31.67018782552117,34.85842360750871,4.565300624442478
2016.0734415379823,37.31401177720717,44.627949924498886,21.573689676626028,8.541746014740745
2016.1488031032814,179.21825998469865,15.900173748593193,4.40207698110707,3.9809763275974013
2004.5587032508388,85.42155772525126,40.90073829612466,34.429223330253734,7.653302545716099
2000.1390426106238,102.14946051551314,20.87055015743895,8.88431241882921,6.639324866883362
2002.3973073466736,67.5230342807256,47.14548519562596,12.92811728083021,11.72005329631537
2010.3758124348674,140.60379177903556,18.1814801189647,38.87128330883843,8.085272726964666
2019.2489458988423,50.356459165072835,24.86242529461927,12.035132392670786,5.495063720868188
2005.6968098875493,7.377389470906559,30.478216698994842,20.10716092915446,3.1409578488793337
2001.0295750249998,55.729292847322284,45.41329429833269,9.582475626678896,3.5124682873493454
2002.8978974418244,97.8905520555126,49.282522705530035,9.682210860460017,4.253169299512351
2013.4427109481176,152.32392306574351,11.881877199619984,29.128653944474383,4.50966661340298
2007.355662654385,126.4611661187159,31.676485538044734,21.43098736299034,10.506160578411379
2001.805795401088,167.0604991178476,16.03900324858679,7.460740415994169,7.612227882825249
2000.8155028310953,118.17858863764836,33.87821809211412,0.6635131571142461,7.233909113743664
2010.2418611659857,45.29915503958759,32.25863952047249,6.974657160199658,3.1476887186921747
2013.8187547620494,77.34706926010747,46.836499436836725,5.50083776583973,10.60139693349435
2006.8213270210051,22.694704248117816,46.23468091392814,35.09357413523924,9.228143032084837
2005.1588325543032,131.99680920683582,40.86111001006079,22.208032463978494,2.676683619000016
2010.5930115671201,48.37045818009034,4.655138390294961,35.88863031813307,9.078350972297686
2018.0083611432667,126.62029145465358,16.951489552435035,13.968382984506436,7.4353821734264605
2014.5191135774048,179.42205199051543,44.354321213255865,31.195021834304953,2.8172534574677828
2012.8406329230856,16.827992999009766,8.081435704730689,35.94216754108317,6.583006415286564
2012.1285811931918,1.8394103233259296,5.0735771433016055,26.54007076432223,6.8469628713004695
2000.1012316769243,32.16161028349973,27.436689468329305,27.67580790770773,3.6577454016327575
2013.039225190052,44.85386189211196,35.6089610673768,9.489963499872003,11.456981470002823
